number,origin kanji,kanji,reading,particle_before,particle_after,meaning,usefulness,components,labels,description
524,親,親,おや,,,parent,★★★★★,,,
524,親,親＊しい,したしい,,,"intimate, friendly",★★★☆☆,,,
525,兄,兄,にい,お,さん,"older brother (used about ANYONE's older brother, or even ANY guy that strikes you as being of an 'older brother' age, almost like you could substitute niisan for 'dude')",★★★★☆,,,
525,兄,兄,あに,,,older brother (used about YOUR own personal brother),★★☆☆☆,,,
531,貝,貝,かい,,,shell,★★★☆☆,,,
532,買,買*う,かう,,,buy,★★★★★,,,
546,側,側,かわ,,,side,★★★☆☆,,,
559,魚,魚,さかな,,,a fish,★★★★★,,,
560,角,角,かど,,,a corner,★★★★☆,,,
560,角,角,つの,,,a horn,★★☆☆☆,,,
564,売,売＊る,うる,を,,I sell something,★★★★★,,,
564,売,売＊れる,うれる,が,,something is on sale,★★★☆☆,,,
566,読,読＊む,よむ,,,to read,★★★★★,,,
571,元,元,もと,,,originally (see below!),★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/17"" title='""Never Used By Itself"" - a kanji which is only used in a certain expression or idiom.'>NUBI</a>",
573,西,西,にし,,,west,★★★★★,,,
583,才,才,さい,xxx,,years old,★★★★☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/37"" title=""Suffix"">SUF</a>",
587,閉,閉＊める,しめる,を,,"I shut or close (a door, etc.)",★★★☆☆,,,
587,閉,閉＊まる,しまる,が,,"the door is shut or closed。 Also, the Man cracks down on something, tightens controls on something.",★★★☆☆,,,
587,閉,閉＊ざる,とざる,を,,"I shut (a book, my eyes, my heart... those are the only times you use it!)",☆☆☆☆☆,,,
587,閉,閉＊じる,とじる,が,,"the book / eyes/ mouth gets shut.A store shuts down, goes out of business.",☆☆☆☆☆,,,
596,光,光*る,ひかる,が,,to shine,★★★★☆,,,
596,光,光＊り,ひかり,,,(noun) a shining light,★★★★☆,,,
597,単,単*に,たんに,,,merely,★★★☆☆,,,
605,受,受*ける,うける,,,to receive,★★★★★,,,
612,客,客,きゃく,お,さん or さま,customer,★★★★★,,,
619,麦,麦,むぎ,,,wheat,★☆☆☆☆,,,
636,当,当＊てる,あてる,を,,"I hit it, I  guess correctly, (telling someone to guess is :当てて御覧！（あててごらん！））",★★★★★,,,
636,当,当＊たる,あたる,が,,"to hit (the nail on the head), to correspond to something exactly.To win (a prize)",★★★★★,,,
640,帰,帰＊る,かえる,に or へ,,go home,★★★★★,,,
648,空,空,そら,,,the sky,★★★★★,,,
648,空,空＊いてる,あいてる,xxxが,,"to be empty or vacant ー (XXX could be a chair, a parking spot, etc.)",★★★★☆,,,
648,空,空＊ける,あける,を,,"to empty out (a bottle for your dead homies, etc.)Also to get out of the way of something。",☆☆☆☆☆,,,
655,写,写＊す,うつす,を,,I copy something using the xerox machine / I take a picture,★★★☆☆,,,
655,写,写＊る,うつる,が,,to be reflected or mirrored .,★★★☆☆,,,
659,号,号,ごう,xxx,,"a SUFFIX which you put after a numbered item （apartment number, account number, etc.) Like, if you live in room 204, you'd say に　ゼロ　よん　号。",★★★★★,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/14"" title=""some kanji have the same ON- and KUN-yomi."">LAZY</a> <a class=""label label-info"" href=""http://www.kanjidamage.com/tags/37"" title=""Suffix"">SUF</a>",
660,考,考*える,かんがえる,,,to think (about a problem or your options or the meaning of some shit),★★★★★,,,
660,考,考＊え,かんがえ,,,one's thoughts on the matter.,★★★☆☆,,,
666,代,代＊わる,かわる,が,,"something is exchanged or one person succeeds another. A robot replaces a human, (who is made into Soylent Green)",★★★★☆,,,
666,代,代＊わり,かわり,,に,"instead of. As in, ""Pay with your booty instead of money.""",★★★★☆,,,
698,四,四*つ,よつ,,,4 things,★★★★★,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/38"" title=""One of the more psycho things about Japanese is that EVERY OBJECT EVER uses ENTIRELY DIFFERENT WORDS for counting itself."">COUNTER</a>",
703,歌,歌,うた,,,song (BOOBOO: 歌 is generally used only for songs with lyrics. Instrumentals are きょく　（曲）,★★★★★,,,
707,数,数,かず,,,a number,★★★★★,,,
707,数,数＊える,かぞえる,,,to count,★★★★★,,,
714,教,教*える,おしえる,,,to teach,★★★★★,,,
723,己,己,おのれ,,,myself- a very LITERARY way of saying 私,★★☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/26"" title=""formal - you only use this at work or at your boyfriend's parents' house."">F</a>",
724,改,改＊める,あらためる,を,,"change PLUS improvement. Usually used with behavior - meaning to turn over a new leaf, to quit self-destructive or bad behavior. Also has a totally unrelated meaning: When a customs official or police asks to see your ID card, that's also 改める for some reason.",★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/31"" title=""in practice, this word written in hiragana or katakana, not in kanji form, half the time."">1/2 KANA</a>",
724,改,改＊まる,あらたまる,が,,"something is renewed, reformed",★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/31"" title=""in practice, this word written in hiragana or katakana, not in kanji form, half the time."">1/2 KANA</a>",
725,起,起＊きる,おきる,は,,to wake up,★★★★★,,,
725,起,起＊こす,おこす,を,,to wake someone up,★★★★★,,,
725,起,起＊こる,おこる,が,,"to occur, to result. Usually said about a new problem or phenomenon.",★★★★☆,,,
742,原,原,はら,,,"a high plain. (not useful, unless you are a High Plains Drifter, and",★☆☆☆☆,,,
746,坂,坂,さか,,,a slope of a hill (BOOBOO: not the hill itself. Hills are the similar-sounding おか！）,★★★☆☆,,,
751,成,成＊る,なる,に,,to become,★★★★☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/31"" title=""in practice, this word written in hiragana or katakana, not in kanji form, half the time."">1/2 KANA</a>",
761,気,気,き,,,"basically, 'mood', but there are over 3,000 expressions that use it. KI can be put in, become exhausted ,become lost, change, be pulled, be big, small, changing. KI gets followed, met, used, lightened, lengthened, shortened, rotated, cut. KI can be strong, weak, floating, heavy. . .. but you never say, ""how's your ki doing ?"" or ""I've got great ki today!""  - You have to use it as part of an expression.",★★★★★★,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/4"" title=""CULTURAL CODE WORD : a word which has no real English translation, because it represents a state of mind unique to Japan."">CCW</a>",
769,同,同*じ,おなじ,,,same,★★★★★,,,
779,遠,遠*い,とおい,,,far away,★★★★★,,,
792,良,良*い,よい,,,good,★★★★★,,,
792,良,良＊かった！,よかった！,,,it was great! It was rad!,★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/12"" title=""Yet another only-in-Japanese headache: All kanji are written as hiragana. . . TO SOME EXTENT."">KANA</a>",
792,良,良＊っかたら,よっかたら,,ｘｘｘ,"If it's ok with you, can I XXX?",★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/12"" title=""Yet another only-in-Japanese headache: All kanji are written as hiragana. . . TO SOME EXTENT."">KANA</a>",
818,寝,寝*る,ねる,,,"lie down, go to bed (BOOBOO： it does NOT mean 'sleep,' which is 眠る!)",★★★★★,,,
818,寝,寝＊かす,ねかす,,,"put someone to bed (a baby, a senile aunt, etc)",★★★☆☆,,,
819,北,北,きた,,,north,★★★★★,,,
827,先,先,さき,,,"the tip (of a spear, etc.)",★★★☆☆,,,
827,先,先,さき,,にｘｘｘ,"this expression sucks. It means 'just a little while earlier in time,' but it ALSO means, 'just a little farther along in space.' Sorry. If you're on an elevator and want to say, ""You go ahead and get off first, please,"" You'd say お先にどぞ。 Sheesh.",★★★★★,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/11"" title=""JERK KANJI have 2 (or more!) unrelated, yet commonly used, meanings."">JERK</a>",
830,面,面,めん,,,2 meanings,★★☆☆☆,,,
830,面,面,づら,,,Yakuza slang for face: 'I can't believe you'd dare show your face around here! ',★☆☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/1"" title=""abunai (危ない) means ‘dangerous!’"">ABU</a>",
836,石,石,いし,,,"rock, small stone",★★★★☆,,,
840,山,山,やま,,,mountain,★★★★★,,,
841,岩,岩,いわ,,,boulder,★★☆☆☆,,,
848,岸,岸,きし,,,shore,★☆☆☆☆,,,
851,鳥,鳥,とり,,,bird,★★★★★,,,
852,島,島,しま,,,island,★★★☆☆,,,
853,鳴,鳴＊く,なく,が,,animal's sound. Not just loud angry animals either. Baby birds also naku.,★★★☆☆,,,
853,鳴,鳴＊る,なる,が,,the sound of a phone or alarm ringing.,★★★☆☆,,,
857,頭,頭,あたま,,,head,★★★★★,,,
858,夏,夏,なつ,,,summer,★★★★★,,,
859,願,願*い,ねがい,,,a fairly serious request: お願いがあります（ I have a favor to ask you). その願いを叶える (I'll grant your wish.) Can you buy me a car! Can you loan me money? Can you bail me out of jail?,★★★☆☆,,,
859,願,願＊いします,ねがいします,お,,please!,★★★★☆,,,
876,首,首,くび,,,neck,★★★★☆,,,
877,道,道,みち,,,smaller street (BOOBOO: bigger streets are 通り (どうり)),★★★★★,,,
884,南,南,みなみ,,,south,★★★★★,,,
907,勝,勝*つ,かつ,,,to win,★★★★★,,,
907,勝,勝＊ち,かち,,,a victory,★★★★☆,,,
908,弓,弓,ゆみ,,,bow,★☆☆☆☆,,,
909,弟,弟,おとうと,,,someone's younger brother (say if you're talking to your friend's younger brother),★★★★☆,,,
913,強,強＊いる,しいる,,,"compel, or force someone to do something",★☆☆☆☆,,,
913,強,強＊い,つよい,xxxが,,xxx is strong!,★★★★★,,,
914,引,引*く,ひく,,,pull,★★★★★,,,
916,赤,赤*い,あかい,,,red,★★★★★,,,
920,変,変＊える,かえる,を,,I change something,★★★★★,,,
920,変,変＊わる,かわる,が,,something changes,★★★★★,,,
920,変,変,へん,,な,abnormal or bad,★★★★★,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/9"" title=""FR is short for FUCKED ROOTS. They say that kanji are ‘windows into the past,’ meaning that since they look like the things they depict, we can see the values of the ancient society that made them."">FR</a>",
921,長,長*い,ながい,,,long,★★★★★,,,
931,金,金,かね,お,,スクリーラ!!! キャッシュ ルールス エブリシング アラウンド ミー!,★★★★★,,,
941,傘,傘,かさ,,,umbrella,★☆☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/12"" title=""Yet another only-in-Japanese headache: All kanji are written as hiragana. . . TO SOME EXTENT."">KANA</a>",
942,全,全＊く,まったく,,,"absolutely / completeley (I absolutely don't know this man, officer! He's completely crazy)",★★★★☆,,,
944,食,食*る,たべる,,,eat,★★★★★,,,
944,食,食＊う,くう,,,"to devour!!! it's kind of a more mean way of saying 'to eat.'- most of the negative, dark expressions involving eating use KUU rather than TABERU. Also - very seldom - it means to make a living, as in the English phrase, 'You gotta work to eat.'",★★☆☆☆,,,
945,飲,飲*む,のむ,,,"drink, or take medicine",★★★★★,,,
947,飯,飯,めし,,,"literally, cooked rice. But usually used to mean, 'a meal.'",★★☆☆☆,,,
952,余,余＊る,あまる,に or が,,"the excess, surplus (excess labor drives down wages) (surplus food rots on docks)",★★★★☆,,,
960,合,合＊う,あう,に,,to suit. The burlap sack suits your mama's hippo behind.,★★★★★,,,
960,合,合＊わせる,あわせる,に　or と,,to unify. To bring different things together and make them fit. Like a band tuning up is called 音合わせ (making the notes fit).,★★★★☆,,,
965,答,答＊える,こたえる,,,to answer (verb),★★★★☆,,,
965,答,答＊え,こたえ,,,"an answer(noun, fool!)",★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/31"" title=""in practice, this word written in hiragana or katakana, not in kanji form, half the time."">1/2 KANA</a>",
967,今,今,いま,,,now,★★★★★,,,
973,命,命,いのち,,,"life. As in, 'He had a long life.' or 'Your money or your life!' or 'Cling to life by a thread.'",★★★★★,,,
978,冬,冬,ふゆ,,,winter,★★★★★,,,
980,次,次,つぎ,,の,"next　(for example, 次の日 means the next day)",★★★★★,,,
984,寒,寒*い,さむい,,,cold,★★★★★,,,
986,春,春,はる,,,"spring, or sexy (think of the English expression 'spring fever' if you don't see the connection)",★★★★★,,,
988,実,実,じつ,,,"usually used like this：'実は xxx,' which is like saying 'The truth is...', as in, 'The truth is ,I used to be a dude named Carlos.'",★★★★★,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/14"" title=""some kanji have the same ON- and KUN-yomi."">LAZY</a>",
998,付,付*ける,つける,を,,I attach something,★★★★☆,,,
998,付,付＊く,つく,が,,Something gets attached,★★★★☆,,,
1002,守,守*る,まもる,,,"protect, take care of",★★★★☆,,,
1005,村,村,むら,,,hicktown,★★★☆☆,,,
1011,寺,寺,てら,お,,Buddhist temple,★★☆☆☆,,,
1013,時,時,とき,,,"time, as in 'That time your mom shaved her beard.'",★★★★★,,,
1019,父,父,ちち,,,"father,(which is weird, considering that chichi also means 'tits,' which is basically what the 'mother' kanji depicts. So why isn't 'mama' called chichi?)",★★★★★,,,
1020,交,交＊わる,まじわる,が or に,,to intersect with,★★☆☆☆,,,
1020,交,交＊じる,まじる,が,,to be mixed with,★☆☆☆☆,,,
1020,交,交＊ぜる,まぜる,を,,"I mix things together . Also used figuratively, as in joining or associating with a group.",★★★☆☆,,,
1038,出,出＊す,だす,を,,I take it out,★★★★★,,,
1038,出,出＊る,でる,が,,it comes out,★★★★★,,,
1053,矢,矢,や,,,arrow  - never used by itself  (see below!),★★☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/17"" title='""Never Used By Itself"" - a kanji which is only used in a certain expression or idiom.'>NUBI</a>",
1060,知,知＊ってる,しってる,,,"to know something or someone. (BOOBOO: as opposed to 分かります, which means 'Oh shit! now I get it!' or 'I just realized / comprehended something!')",★★★★★,,,
1060,知,知＊らない,しらない,,,"I don't know. (as opposed to ""分からない"" which means, 'i don't get it.')",★★★★★,,,
1062,鉄,鉄,てつ,,,iron,☆☆☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/14"" title=""some kanji have the same ON- and KUN-yomi."">LAZY</a>",
1068,車,車,くるま,,,car,★★★★★,,,
1071,乗,乗＊る,のる,に,,get on the vehicle,★★★★☆,,,
1071,乗,乗＊せる,のせる,を,,"to take on a passenger, to give someone a lift",★★☆☆☆,,,
1080,連,連＊れる,つれる,を,,"bring someone with you to the zoo, the party, etc.　(99% used like this: ｘｘｘを連れて行く (つれていく））",★★★☆☆,,,
1080,連,連＊なる,つらなる,が,,"to be in a physical arrangement with other things of the same kind - a row of bars on the street, Japan's islands are in a north-south row, extending from Russia to Korea.",★☆☆☆☆,,,
1088,動,動*く,うごく,を,,I move； he moves himself.,★★★★★,,,
1088,動,動＊かす,うごかす,を,,"I move an ashtray, I make something move.",★★★★★,,,
1108,右,右,みぎ,,,right,★★★★★,,,
1109,左,左,ひだり,,,left,★★★★★,,,
1127,顔,顔,かお,,,face,★★★★★,,,
1143,店,店,みせ,お,,"a shop, speaking generally. ""I got to go open the shop now."" (The speaker can use this no matter what kind of shop it is).",★★★★★,,,
1148,広,広*い,ひろい,,,"wide, spacious (can be used about interiors but also outside spaces)",★★★★★,,,
1148,広,広＊げる,ひろげる,を,,"to spread or widen (to spread a blanket on a bed, to widen a street, open one's arms). Like the related term 拡張 (かくちょう）, but 広げる is only in 2 dimensions, I guess.",★★☆☆☆,,,
1164,紙,紙,かみ,,,paper,★★★★★,,,
1188,開,開＊ける,あける,を,,"I open something (door, envelope)",★★★★★,,,
1188,開,開＊く,あく,が,,to get opened  - the automatic doors swung open,★★★☆☆,,,
1188,開,開＊く,ひらく,を,,hold a party or call a meeting. Open the way for something to happen.,★☆☆☆☆,,,
1191,形,形,かた,,,form. Literally the shape of something (unlike the other かた　（型）、you can use 形 regardless of if that thing is unique or very conventional).,★★★★☆,,,
1191,形,形,かたち,,,body,★★★★☆,,,
1197,牛,牛,うし,,,cow,★★★★☆,,,
1204,物,物,もの,,,thing,★★★★★,,,
1207,湯,湯,ゆ,お,,hot water,★★★★☆,,,
1211,場,場,ば,xxx,,"SUFFIX! xxx場 means 'the place where　we do XXX' (i.e. graveyard is 'grave-場, slaughter house is 'slaughter 場' and so on) Unlike the related kanji 所,　場 emphasizes the activity rather than the location.",★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/37"" title=""Suffix"">SUF</a>",
1213,色,色,いろ,,,a color,★★★★★,,,
1216,晩,晩,ばん,,,"evening, night",★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/14"" title=""some kanji have the same ON- and KUN-yomi."">LAZY</a>",
1220,声,声,こえ,,,voice,★★★★☆,,,
1222,豚,豚,ぶた,,,pig,★★★☆☆,,,
1226,家,家,いえ,,,home,★★★★★,,,
1231,行,行＊く,いく,へ or に,,go,★★★★★,,,
1231,行,行＊う,おこなう,を,,"to carry out a task, to execute a command: used about a single person getting orders. (as opposed to related words such as 　制定 (せいてい）　or 実施　（じっせん） which refer to rules which affect all the people)",★★★★☆,,,
1231,行,行＊く,ゆく,???,,"for someone to go away. Also means, for someone to proceed and march ever forward.. (*) Here's the COCK part: Although the meaning is different, the OKURIGANA is the same - so there's no way to tell 行く　from 行く！",★☆☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/5"" title=""I call it that because it’s even worse than a JERK."">COCK</a>",
1235,後,後,あと,xxxの,で,"after. Usually used like this: XXXの＊あと, or simply あとで！",★★★★★,,,
1235,後,後,のち,YYYの,に,"after YYY (this means the same thing as あと, but sounds more like you're 50 years old. It's not formal but a bit old fashioned and / or literary)",★★☆☆☆,,,
1235,後,後*ろ,うしろ,ｚｚｚの,で,physically behind ZZZ,★★★★★,,,
1237,待,待*つ,まつ,,,wait,★★★★★,,,
1258,去,去＊る,さる,を,,to leave (as in leave while others stay). also to be xxx miles away from a particular place.,★☆☆☆☆,,,
1261,屋,屋,や,xxx,,"a store which only sells xxx (本屋= bookstore, パン屋= bread store, etc.)",★★★★☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/37"" title=""Suffix"">SUF</a>",
1271,会,会＊う,あう,に,,to meet someone,★★★★★,,,
1272,絵,絵,え,,,picture,★★★★★,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/14"" title=""some kanji have the same ON- and KUN-yomi."">LAZY</a>",
1281,熱,熱＊い,あつい,,,a hot thing. Also can be used figuratively for hot emotions.,★★★★☆,,,
1281,熱,熱,ねつ,,,a fever.,★★★★☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/14"" title=""some kanji have the same ON- and KUN-yomi."">LAZY</a>",
1287,風,風,かぜ,,,wind,★★★★★,,,
1306,真,真,まっ,,xxx,"PREFIX meaning,absolutely totally entirely XXX. usually used with colors.(まっかい、　まっしろい, etc). The words using this prefix always use the KUNyomi.",★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/35"" title=""Prefix"">PRE</a>",
1310,直,直＊す,なおす,を,,"to fix / reform / correct a problem ( a broken chair, an inneficient beuraracrarcy, a poorly spelled word). Doesn't mean the thing was  totally fucked up. Sometimes 直す just means do some minor alterations or revisions to make some shit perfect. Also means redo, as in かけ直して (phone me back).",★★★★☆,,,
1310,直,直＊る,なおる,が,,it gets fixed,★★★☆☆,,,
1317,列,列,れつ,,,"a line of people or things which have been lined up. その列は、何ですか? means, 'What is this line for?' (it's for tickets to see ＱUEEN；THE MUSICAL)",★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/14"" title=""some kanji have the same ON- and KUN-yomi."">LAZY</a>",
1344,通,通＊る,とおる,が,,to go past???,★★★★☆,,,
1344,通,通＊す,とおす,を,,"I make something go in or through - either literally (i.e. threading a needle, escorting a guest inside) or figuratively (to force one's opinion through a meeting or to keep crying all night)",★★★★☆,,,
1344,通,通＊う,かよう,で or に,,"go to (used only with places like school or work, where you go there regularly)",★★★☆☆,,,
1344,通,通＊り,どおり,,,"a big road, an avenue. (NUBI - 通りis a SUFFIX which goes after the name of the avenue. You'd never say, ""Hey, which way is the 通り?"")",★★★★☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/17"" title='""Never Used By Itself"" - a kanji which is only used in a certain expression or idiom.'>NUBI</a>",
1385,雨,雨,あめ,,,rain,★★★★★,,,
1387,雲,雲,くも,,,cloud,★★★☆☆,,,
1393,雪,雪,ゆき,,,Snow,★★★☆☆,,,
1436,皿,皿,さら,,,plate,★★☆☆☆,,,
1438,温,温*かい,あたたかい,,,"also abbreviated to あったかい: warm thing (puppy, or puddle under your bed )",★★★★☆,,,
1438,温,温＊める,あたためる,を,,I warm up (the muffins),★★★☆☆,,,
1438,温,温＊まる,あたたまる,が,,something gets warmed up,★★★☆☆,,,
1444,血,血,ち,,,blood,★★★★★,,,
1452,船,船,ふね,,,ship,★★★★☆,,,
1456,猫,猫,ねこ,,,cat,★★★★★,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/31"" title=""in practice, this word written in hiragana or katakana, not in kanji form, half the time."">1/2 KANA</a>",
1488,組,組,くみ,,,team or group.,★★★★☆,,,
1493,助,助＊ける,たすける,を,,I save him.,★★★★★,,,
1493,助,助＊かる,たすかる,が,,He is saved.　(usually used in the past tense: 助かった！ = Thanks for saving me!),★★★★★,,,
1521,谷,谷,たに,,,valley,★★★☆☆,,,
1536,羽,羽,はね,,,feathers,★★★☆☆,,,
1539,習,習*う,ならう,,,"learn - but not like 'I learned Bob's last name!' Instead of single facts, 習う means to take lessons in something　－ karate, flower arranging. (BOOBOO: not used with math, science, or religion)",★★★☆☆,,,
1540,弱,弱＊い,よわい,,,weak,★★★★★,,,
1547,借,借*　りる,か　　りる,,,borrow,★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/31"" title=""in practice, this word written in hiragana or katakana, not in kanji form, half the time."">1/2 KANA</a>",
1565,再,再*び,ふたたび,,,once again. For the second time,★★★★☆,,,
1577,年,年,とし,,,a year,★★★★★,,,
1578,五,五＊つ,いつつ,,,5 things,★★★★★,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/38"" title=""One of the more psycho things about Japanese is that EVERY OBJECT EVER uses ENTIRELY DIFFERENT WORDS for counting itself."">COUNTER</a>",
1579,語,語*る,かたる,,,to tell a story,★★☆☆☆,,,
1588,隣,隣,となり,の,,"next to- could be the seat next to yours, could be the house next to yours.",★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/31"" title=""in practice, this word written in hiragana or katakana, not in kanji form, half the time."">1/2 KANA</a>",
1592,図,図*る,はかる,,,a fairly neutral word for 'to scheme or plan': 'The committee plans to raise interest rates.' It can be used for both good and bad schemes.,★☆☆☆☆,,,
1598,使,使*う,つかう,,,"use (a cement mixer, a video game controller, an AK)",★★★★★,,,
1606,池,池,いけ,,,"pond, small lake",★★★☆☆,,,
1607,他,他,ほか,,,other　－ another thing of the same type.,★★★★☆,,,
1617,宮,宮,みや,,,"never used, except in last names, like Karin Amamiya, the labor rights activist.",★★☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/19"" title=""PROPER NOUN – this kanji is often used in names of people or places."">PN</a>",
1629,学,学*ぶ,まなぶ,,,"2 meanings: to learn something from a teacher. Also, to learn one random fact (not a whole subject). Unlike 勉強、 you can't 学ぶ by yourself.",★★★★★,,,
1644,高,高*い,たかい,,,tall,★★★★★,,,
1644,高,高＊める,たかめる,を,,I raise up (my voice); I refine or enhance something.,☆☆☆☆☆,,,
1644,高,高＊まる,たかまる,が,,"to be raised (in status, popularity. . .expectations are also raised)",☆☆☆☆☆,,,
1646,向,向*こう,むこう,,,"over there (it's also a slang, street term for 'those guys', the other side)",★★★★☆,,,
1646,向,向＊く,むく,を,,"I turn this way, turn that way.",★★★☆☆,,,
1646,向,向＊け,むけ,を or に,,to be made for XXX (i.e. shoes for women is 女性向けのshoes),★★★☆☆,,,
1646,向,向＊かう,むかう,に,,something turns this or that way.,★★☆☆☆,,,
1647,商,商*い,あきない,,,"business (as in, ""How's business?"" ""Business is slow!"")",★☆☆☆☆,,,
1651,骨,骨,ほね,,,bone,★★★☆☆,,,
1656,楽,楽*しみ,たのしみ,,,I'm looking forward to it!,★★★★★,,,
1656,楽,楽＊しむ,たのしむ,,,to enjoy,★★★★★,,,
1656,楽,楽＊しい,たのしい,,,that is rad!,★★★★★,,,
1656,楽,楽,らく,が,,"means this is easy and fun. As in, 'My work is easy and fun!' Other example : Ｑ；'You want to pay by debit or credit?'",★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/14"" title=""some kanji have the same ON- and KUN-yomi."">LAZY</a>",
1665,書,書*く,かく,,,"write （BOOBOO:  write a word! To draw a picture, you'd use 描く　（かく）)",★★★★★,,,
1667,事,事,こと,,,this one has a lot of meanings.,★★★★★,,,
1668,筆,筆,ふで,,,brush,★☆☆☆☆,,,
1674,君,君,きみ,,,you (pretty informal),★★★★★,,,
1741,暇,暇,ひま,,,"free - not busy.  People sometimes use this sarcastically, as if to say, ""He has too much time on his hands."" or ""Get a life."" 暇だね！",★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/20"" title=""Japanese sarcasm tends towards subtle irony ,and can be pretty rewarding if you can determine that a joke has, in fact, been made. "">SARC</a> <a class=""label label-info"" href=""http://www.kanjidamage.com/tags/31"" title=""in practice, this word written in hiragana or katakana, not in kanji form, half the time."">1/2 KANA</a>",
94,済,済＊ます,すます,を,,to get through doing something (usually a chore or homework); to finally pay off debts. Sometimes used like this: ｘｘｘをすませる。('Finish your xxx!'),★★☆☆☆,,,
94,済,済＊む,すむ,が,,"something is finally over, something is finally finished",★★☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/31"" title=""in practice, this word written in hiragana or katakana, not in kanji form, half the time."">1/2 KANA</a>",
96,収,収＊める,おさめる,,,"Can be used to mean ""recive money"" or ""recieve a victory"", but usually means ""To load things in an organized manner."" - cargo containers, for example.",★★★☆☆,,,
97,叫,叫＊ぶ,さけぶ,と,,"to exclaim! If you're surprised and go AAAAAA or HOLY COW WHAT THE HELL MAN, that's 叫ぶ。",★★★☆☆,,,
99,必,必*ず,かならず,,,"always, certainly",★★★★★,,,
100,怒,怒*る,おこる,,,to get mad,★★★★★,,,
100,怒,怒＊り,いかり,,,"anger, wrath (slightly more formal than おこる - dropping a hammer on your foot is おこる, but getting mad about politics is いかり）",★★☆☆☆,,,
101,息,息,いき,,,breath,★★★★☆,,,
104,亡,亡*くなる,なくなる,が,,"a polite way of saying die, like the English phrase  ""pass on.""",★★★☆☆,,,
106,忘,忘*れる,わすれる,,,forget,★★★★★,,,
106,忘,忘＊れっぽい,わすれっぽい,,,"describes someone's personality: absent minded, someone who always leaves their umbrella on the train.",★★★☆☆,,,
107,盲,盲,めくら,,,( don't use! it's a term of prejudice used against blind people),☆☆☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/1"" title=""abunai (危ない) means ‘dangerous!’"">ABU</a>",
113,悪,悪*い,わるい,が,,bad,★★★★★,,,
116,夢,夢,ゆめ,,,dream,★★★★★,,,
120,死,死*ぬ,しぬ,,,to die,★★★★★,,,
132,喧,喧＊しい,やかましい,,,annoying because noisy or loud - can be used of a person OR place.,★☆☆☆☆,,,
134,穴,穴,あな,,,hole,★★★★★,,,
136,沿,沿*う,そう,に,,"run parallel to, like a trail parallel to the edge of a lake, or a line of houses running alongside the train tracks.",★★☆☆☆,,,
136,沿,沿＊って,そって,xxxに,YYY,"(a more figurative idiom): in accordance with XXX, we will do YYY.",★☆☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/16"" title=""(newspaper word) These words are only HEARD or READ, but they’re not SAID."">NP</a>",
